,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
544,PKanagaratnam,"Doctoral candidate at GWU. Pronouns: she, her.","Bethesda, MD",3001,2237,372112,11158,"Omicron or Omarion, either way, please get vaxxed or boosted like you “Post to Be”.",[]
545,ImSarim,laughs at my own jokes . robots . art . music . movies . he/them .,,3896,119,29119,0,someone call optimus prime to come handle this omicron,[]
546,DumieDumie7,Entertainment Music Sport Politics,"Port Elizabeth, South Africa",4810,815,2153,21146,JUST IN: Omicron COVID variant was in Europe before South African scientists detected and flagged it to the world https://t.co/p1Hh7YSRZQ,[]
547,ilurinismo,"eu amo comida gelada, tatuadora às vezes",enfp-t • she/they,800,913,164652,72163,"If you're seeing that Omicron is from South Africa, this might help. https://t.co/Tl8NIoAY6J",[]
548,rattlecans,#WomenWontWheest - It's how oor mammies made us,Sitting beside a puddle,2766,6155,656923,445,"The Moderna CEO said its vaccine won’t hold up as well to Omicron.

But the BioNTech CEO said their shot will likely still provide strong protection.

So what’s the reality? We still don’t know. And won’t for some time.

We need data, not the speculative musings of pharma CEOs. https://t.co/0tYmEPV6rx",[]
549,ibnkasah,"Dan jika kamu meragukan (Al-Quran) yang Kami turunkan kepada hamba Kami (Muhammad), maka datangkanlah satu surah yang sebanding dengannya...~ (Al-Baqarah: 23)",Malaysia,251,2,1454,1218,"Confirmed cases of Omicron variant of coronavirus:

- South Africa
- Botswana
- UK
- Netherlands
- Germany
- Hong Kong
- Italy
- Belgium
- Israel
- Denmark
- Austria
- Czech Republic
- Australia
- Canada
- Portugal
- Spain
- Sweden
- Japan",[]
550,_svannalindsay,if the world was coming to an end i wouldn’t wanna close my eyes without feeling like i lived || Cancer ☀️ Sagittarius 🌙 Scorpio ⬆️|| feminist🌈weird cat lady,"Savannah, GA",545,1388,71053,2503,"Implement these 3 steps and never impose a COVID travel ban again…

1. PCR 48 h prior (detects Omicron variant)

2. Proof of vaccination needed (reduces risk of infection)

3. Require KN95 masks on flight (minimizes risk of transmission)

Don’t react like it’s 2020",[]
551,PTVACATIONS,"Travel Agent- CTA & ACC accredited, over 20 years in the Travel Industry. Prestige Travel Vacations- Where Dream Vacations Come True!","Tampa Bay Area, Florida",1925,1882,9809,0,"Here is another story I am in! TampaBay health, #travel experts weigh in on taking trips amid emerging #omicron variant https://t.co/PrMyisTZ6Z","['travel', 'omicron']"
552,JusteKst5,Resist  💪💪💪💪😤😤😤😡😡😡,,690,474,70405,1247,"As @POTUS said yesterday, we will be prepared for every scenario as it related to Omicron and the vaccines. The doctors said it will take a few weeks to understand the vaccines’ effectiveness against Omicron. We have tools to help protect us right now: vaccinations and boosters.",[]
553,ZZiillaa,Do The Right Thing ... ride a camel in the fresh air,Broken Hill & Central Darling,1459,1902,161129,109,"During all of November:
Global tally of Omicron Deaths: 0
Global road toll: ~112,500

Statistically, the only way to die from the Omicron variant appears to be driving to a Covid testing center to get tested for the Omicron variant",[]
554,EastwoodWolf,"CONSERVATIVE . #TrudeauNotMyPM 
Family . Sense of Humour . Critical Thinking . Facts . Integrity 
Interests are reflected in my posts",ON 🇨🇦,914,647,19174,34,"It's already here, it's already been spreading around the world before anyone had even heard the word ""omicron"" and if we're worried about travel bringing it in exempting the US from this makes little sense. I'm having a hard time not just seeing this as public health theatre. https://t.co/hdriOg4LRD",[]
555,Candice94226193,,,2402,322,1147,15,"Republicans are now bribing people to avoid vaccination as Omicron variant looms: ""Florida, Iowa, Kansas and Tennessee have changed their unemployment insurance rules to allow workers who are fired or who quit over vaccine mandates to receive benefits."" https://t.co/91pdtNf9BE",[]
556,sandramhusted,#Trump #MAGA #KAG #Christian #JesusIsKing #Patriot #Constitution #ProLife #Conservative #NRA #Drain The Swamp 🇺🇸,"Michigan, USA",2601,1658,25798,436,"It isn't due to Omicron, but this morning Michigan, Vermont and New Hampshire are all at the highest levels of confirmed hospitalizations they've been at any point in the pandemic. New York is the highest they've been since April.",[]
557,AYETHATS_D,"GROW WISER, DREAM BIGGER, LOVE HARDER🤍 💰📸🩰🌈 KNOW YOUR WORTH... THEN CHARGE TAX💅🏾","Arizona, USA",105,5,28,0,I need more followers lol 😂 mo crackhead energy typa folks #Omicron,['Omicron']
558,andresnl14,,,57,43,19337,10,"Today's testimony by Chair Powell was hawkish and an accelerated taper is definitely on the agenda for the Dec. 15 Fed meeting, despite Omicron. An accelerated taper just means cutting back on stimulus at a faster pace. It doesn't mean tightening! https://t.co/zxmySmSJUU",[]
559,iqbalhafizon,"Nothing can make our life, or the lives of other people, more beautiful than perpetual kindness | with @cisdi_id and @diplomatnextdoor | Tweets are personal.",Indo-pacific,886,524,44342,0,The way South Africa and Botswana are so transparent with the discovery of the Omicron variant. 👏,[]
560,MrsDilshan,Arts & Culture,Wattala ,435,90,824,0,"I bought the $OMIC with 9 ETH.
I don't think it's a good choice, but I'm willing to gamble meme with some money that doesn't affect my life.
Good Luck.

0x39ABe870F44188f66C39EB54eb87eE8f080Bf20E

#Omicron $sand $shib $mcc $kiba $floki $raca #ETH $mask #doge $cro #memecoin $alice","['Omicron', 'ETH', 'doge', 'memecoin']"
561,shereep17,"Registered Dietitian Nutritionist, Renal Dietitian","New York, USA",298,36,1821,137,"If you want to indulge in conspiracies or play political games with #Covid, just do it privately with your friends. 

Not on social media.

Confusing people about #vaccines can get them killed.

#vaccinate #Omicron #OmicronVariant #WearAMask #Covid19 #covidvariant #vaccinated",['Covid']
562,sebastian_paul,"Interested in all things Security, AppSec, Security Governance. Occasional conference speaker. Opinions are my own, and not afraid to change them.","The Hague, The Netherlands",358,423,6085,787,"Omicron was in the Netherlands before South Africa alerted the world - we may never know where it originated, another reason to underline the importance of not laying blame &amp; seeking to punish https://t.co/Jxf8YiII7Q",[]
563,SpectreOfEarth,"20, pansexual, ND, don't priv quote. 
-♒☀️, ♌🌕, ♎📈
-Coven of Cameron🕊️
-Child of Hades🖤
-Slytherin/Slytherclaw",autistic • ADD • he/him,1645,239,24509,21146,JUST IN: Omicron COVID variant was in Europe before South African scientists detected and flagged it to the world https://t.co/p1Hh7YSRZQ,[]
564,mc_catty,Advocate who is hopeful for change and against iatrogensis. Proudly neuro-divergent.Dyspraxia/dyslexia &sdx adhd/autism.Mental health/capacity tweets. Mad™️,"London, England",1315,181,5562,358,"In classic local news, a print shop in Canterbury called “Omicron” is trying to take advantage of the new-found interest in its name by having the two blokes who run it pose outside in hazmat suits https://t.co/DbslA4iF0u",[]
565,dave_olsen16,Student | Ampelkoalition stan | Operations Director @politikaorg | @Medium profile:,he/him,193,171,5245,0,"@BristOliver If you had both Delta and Omicron circulating in the UK, you'd probably be able to suppress Delta with a lockdown but schools open, or something similarly short of the 2 full lockdowns we've seen so far. If those restrictions were introduced Omicron could become dominant.",[]
566,jwjeffo,"🇨🇦 Fully Vaxed! NO LISTS PLZ, old guy, barking my opinion & reading your funny tweets. I FB most others. #Resist Wear a mask FK U antivax/anti-maskers/GQP",,1007,871,21823,1,COVID-19: Here’s why the omicron variant is raising concern https://t.co/jRvNDbpDVP,[]
567,auricursine,"I likely find funny what your 3rd grader finds funny-#teacher, #Chicano, @Cal '83, @Orioles, @U2, @CFTUnion/@AFTUnion/@teachers_abc, #Dad, #Bosties, #vaxxed",LA/OC Borderlands,3242,3357,125783,16,"“Dutch health authorities announced they found the new Omicron variant of the coronavirus in cases dating back as long as 11 days, indicating that it was already spreading in western Europe before the first cases were identified in southern Africa.” https://t.co/Zjw2Nnq2JM",[]
568,CCalbazana,,,29,3,12066,0,Do NOT listen to ANY US Offical or Agency about Omicron. https://t.co/IUUj4rrrBB,[]
569,Jenoco1,,,59,0,11,0,@wmarybeard @BBCRadio4 Listening to local public health officer in British Columbia today and she pronounced it as you suggest with emphasis on second syllable oMICron.,[]
570,TheAlithia,"Happily Married Orthodox Christian
Sovereign Human
Facts Over Feelings
Libertarian 🇦🇺✊🐸
#EndSOE #DrainTheBillabong #Nuremberg2 #HOLDTHELINE
#PureBlood 🖕🖕",Kung Flu Home Detention,2418,1017,10275,21990,"How did the Omicron variant get into Australia if the unvaxxed can't leave or enter?
This is where the narrative falls apart. If people can't see it now there is no hope. We have to stand up once and for all or it will never stop.",[]
571,47gingie,"Retired teacher, likes history, prefers civilized speech, learning accordion, married to accordion player, Jewish Mom of 3 sons, Israel supporter, Grandma too!"," Philly, CO, NJ, Dallas, Oz",4997,2922,54287,141,"A week ago I reckon 70% of Aussies were signed up to COVIDmania and 30% were wised up.

After the Omicron I reckon its now 65-35%.

#TheTrendIsOurFriend",[]
572,velopajaro,Lockdowns are unethical and illegal. Don't confuse an academic with a scientist. Tweets auto-delete after 2 months.,Canada,1025,866,2199,152,"Omicron should be celebrated.
A mild flu-like version of CV19 that will build immunity?
Fantastic
Let ‘er rip.",[]
573,sharondel,I run the Official Lucy Lawless Website Follow Lucy on Twitter @RealLucyLawless,Burbank,138,3613,74203,21146,JUST IN: Omicron COVID variant was in Europe before South African scientists detected and flagged it to the world https://t.co/p1Hh7YSRZQ,[]
574,avidresearch,part time biotech investor.,,1122,9012,22424,0,Omicron confirmed in 18 countries yet we don’t know enough about clinical manifestations across those vaccinated vs not.,[]
575,PtCrave,"Liberty is never given, it must be demanded and taken. Vive la resistance. Pronouns: INRI",Great White North,855,322,19589,1,"It’s just not worth getting even remotely worked up.

the omicron absurdities continue https://t.co/gi8szHUyu7",[]
576,redboybroken,,,79,606,594559,1412,"🦠 Omicron - on a scale from 1-10, how bad is this going to be? This one's a weirdo, so I'm a 3, a 10, or anything in-between.

A thread below with my take on some of the key questions.

https://t.co/c7byYwPeHb

1/ https://t.co/vjteCSrrhh",[]
577,mastersfileall2,"A 'super-simplifier...""",,0,1,168,0,"COVID-19 vaccine effectiveness will likely drop against omicron variant, Moderna CEO says https://t.co/Q02t6Vd5gj #FoxBusiness
 
  #omicronvariant i.e. an ""OCEAN of info;""ANS. for us 'non-elites:' #supersimplified IN PLAIN ENGLISH,  #vaccines #coronavirus
https://t.co/xINoQQkHs6","['FoxBusiness', 'omicronvariant', 'supersimplified', 'vaccines', 'coronavirus']"
578,colin_romain,"Hunger only for a taste of justice. Hunger only for a world of truth, ‘cause all that you have is your soul. | Proverbs 24:26 | ISTJ-T 💆🏾‍♂️| 🪨⛏ |",Trinidad and Tobago 🇹🇹,99,126,25210,267,"@CBSNews So let me get this straight…the western world punishes South Africa 
after they reported &amp; provided valuable info about the Omicron variant after they detected it (as they were supposed to) but Europe remained silent putting the entire world in jeopardy of being exposed ?",[]
579,goodroot2,wrong franchise 🙄,,70,5,909,0,might make coronavirus shaped pancakes for dinner bc they didn't have them at omicron family restaurant (yet) and i am speculating. former food stylist,[]
580,gshelhamer,"Nurse, mother, Christian conservative, likes guitar and sports.","Bartlett, TN",104,103,1480,1,Eager beavers https://t.co/ksohEZXrEb,[]
581,madrynha2012,,,844,1958,708132,59,"2⃣ Mutation profile

Omicron has a lot of mutations - more so than previous VOCs. In the spike it has ~40 differences to the original Hu-1 virus (33 AA substitutions, 3 deletions, and 1 insertion). 

You can compare Omicron to other VOCs here:

https://t.co/3JbcUPbSpc

5/ https://t.co/dViKMQ542r",[]
582,mabsynthe,$cashaugust $ • 20 something • she/they ………………Black • Film • TV • TS4,everywhere & nowhere,1799,686,275946,407,"So omicron variant was in Europe before it was first detected in South Africa, but South Africa’s excellent virus surveillance systems detected it first, and we’re banning travellers from where?",[]
583,old9uy1,"Father, husband, RN, CPT, Ultrarunning Coach and disaster nerd. Campbell, CA native. Hoping to preserve some of our states beautiful park trails.",Santa Clara County ,495,156,23523,1,From @CityNewsVAN shared with @phaneritic was tweeted via @ai6yrham - #pandemic #BC #Omicron https://t.co/IF2Axw3egj,"['pandemic', 'BC', 'Omicron']"
584,healthb4profits,"We are a group of healthcare workers, academics, journalists, activists & students organising to oppose Scott Morrison's reckless, unsafe national COVID19 plan.",Australia,522,580,470,199,"We shouldn’t lift all COVID public health measures until kids are vaccinated. Here’s why.
#COVID19 #Omicron #auspol
https://t.co/lkb0u2NpFX","['COVID19', 'Omicron', 'auspol']"
